Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
TODO: \u0444\u0430\u043A\u0442\u044B \u043A\u0430\u0441\u0430\u0442\u0435\u043B\u044C\u043D\u043E \u0442\u0440\u0435\u0442\u044C\u0438\u0445 \u043B\u0438\u0446 \u043D\u0430\u0434\u043E \u0432\u043D\u043E\u0441\u0438\u0442\u044C \u0432 \u043E\u0431\u0449\u0438\u0439 \u0440\u0430\u0437\u0434\u0435\u043B \u0431\u0430\u0437\u044B; \u0430 \u043D\u0435,Yes,Yes,n,>SATD
todo: \u0435\u0441\u043B\u0438 \u0440\u0435\u043B\u0435\u0432\u0430\u043D\u0442\u043D\u043E\u0441\u0442\u044C \u043D\u0430\u0439\u0434\u0435\u043D\u043D\u043E\u0439 \u0440\u0435\u043F\u043B\u0438\u043A\u0438 \u0441\u043B\u0438\u0448\u043A\u043E\u043C \u043C\u0430\u043B\u0430; \u0442\u043E \u043D\u0443\u0436\u0435\u043D \u0434\u0440\u0443\u0433\u043E\u0439 \u0430\u043B\u0433\u043E\u0440\u0438\u0442\u043C...,Yes,Yes,n,>SATD
TODO: \u0443\u0442\u043E\u0447\u043D\u0438\u0442\u044C \u0432\u044B\u0431\u043E\u0440; \u043F\u043E\u0434\u0431\u0438\u0440\u0430\u044F \u043D\u0430\u0438\u0431\u043E\u043B\u0435\u0435 \u0440\u0435\u043B\u0435\u0432\u0430\u043D\u0442\u043D\u044B\u0439 \u0432\u0430\u0440\u0438\u0430\u043D\u0442; \u0442\u0430\u043A \u0447\u0442\u043E \u0432\u044B\u0434\u0430\u0432\u0430\u0435\u043C\u0430\u044F,Yes,Yes,n,>SATD
TODO: \u0432 \u0431\u0443\u0434\u0443\u0449\u0435\u043C \u0441\u043C\u0435\u043D\u0430 \u0433\u0440\u0430\u043C\u043C\u0430\u0442\u0438\u0447\u0435\u0441\u043A\u043E\u0433\u043E \u043B\u0438\u0446\u0430 \u0434\u043E\u043B\u0436\u043D\u0430 \u0443\u0439\u0442\u0438 \u0432 \u0431\u043E\u043B\u0435\u0435 \u043E\u0431\u0449\u0443\u044E,Yes,Yes,n,>SATD
todo: \u043F\u043E\u0442\u043E\u043C \u0432\u044B\u043D\u0435\u0441\u0442\u0438 \u0440\u0435\u0430\u043B\u0438\u0437\u0430\u0446\u0438\u044E \u0432 \u043F\u0440\u043E\u0438\u0437\u0432\u043E\u0434\u043D\u044B\u0439 \u043A\u043B\u0430\u0441\u0441; \u0447\u0442\u043E\u0431\u044B \u0442\u0443\u0442 \u043E\u0441\u0442\u0430\u043B\u0430\u0441\u044C \u0442\u043E\u043B\u044C\u043A\u043E,Yes,Yes,n,>SATD
TODO ...,Yes,Yes,n,>SATD
todo - \u0441\u043E\u0445\u0440\u0430\u043D\u044F\u0442\u044C \u0438 \u0432\u043E\u0441\u0441\u0442\u0430\u043D\u0430\u0432\u043B\u0438\u0432\u0430\u0442\u044C \u0438\u0441\u0442\u043E\u0440\u0438\u044E \u0434\u0438\u0430\u043B\u043E\u0433\u0430 \u0447\u0435\u0440\u0435\u0437 \u0411\u0414...,Yes,Yes,n,>SATD
todo - \u043F\u043E\u0442\u043E\u043C \u043F\u0435\u0440\u0435\u0434\u0435\u043B\u0430\u0442\u044C \u0442\u0430\u043A; \u0447\u0442\u043E\u0431\u044B \u0444\u0440\u0430\u0437\u044B \u0438\u0437 pqa \u0434\u0430\u0442\u0430\u0441\u0435\u0442\u0430 \u043D\u0435 \u0432\u0435\u043A\u0442\u043E\u0440\u0438\u0437\u043E\u0432\u0430\u0442\u044C \u0437\u0430\u043D\u043E\u0432\u043E,Yes,Yes,n,>SATD
todo,Yes,No,y,>Not SATD
todo \u043F\u0435\u0440\u0435\u0434\u0435\u043B\u043A\u0430,Yes,Yes,y,>SATD
TODO: set folder for logging by command line,Yes,Yes,n,>SATD
TODO ...,Yes,Yes,n,>SATD
TODO - \u0432\u044B\u043D\u0435\u0441\u0442\u0438 \u0442\u0435\u0437\u0430\u0443\u0440\u0443\u0441 \u0432 \u043E\u0442\u0434\u0435\u043B\u044C\u043D\u0443\u044E \u0431\u0438\u0431\u043B\u0438\u043E\u0442\u0435\u043A\u0443,Yes,No,n,>SATD
TODO \u0432\u044B\u043D\u0435\u0441\u0442\u0438 \u0432 \u043E\u0442\u0434\u0435\u043B\u044C\u043D\u044B\u0439 \u0444\u0430\u0439\u043B,Yes,No,n,>SATD
TODO: \u0441\u0434\u0435\u043B\u0430\u0442\u044C \u0431\u0430\u0437\u043E\u0432\u044B\u0439 \u043A\u043B\u0430\u0441\u0441,Yes,Yes,n,>SATD
TODO: \u0432 \u043F\u0440\u0438\u043D\u0446\u0438\u043F\u0435 \u0432\u043E\u0437\u043C\u043E\u0436\u043D\u044B \u0434\u0432\u0430 \u0432\u0430\u0440\u0438\u0430\u043D\u0442\u044B \u043F\u043E\u0441\u043B\u0435\u0434\u0441\u0442\u0432\u0438\u0439 \u0441\u0440\u0430\u0431\u0430\u0442\u044B\u0432\u0430\u043D\u0438\u044F,Yes,Yes,n,>SATD
TODO: \u043F\u043E\u0442\u043E\u043C \u0434\u043B\u044F \u043A\u0430\u0436\u0434\u043E\u0433\u043E \u044D\u043A\u0441\u0442\u0440\u0430\u043A\u0442\u043E\u0440\u0430 \u0431\u0443\u0434\u0435\u0442 \u043E\u0442\u0434\u0435\u043B\u044C\u043D\u0430\u044F \u043C\u043E\u0434\u0435\u043B\u044C; \u0441\u043E\u0445\u0440\u0430\u043D\u0435\u043D\u043D\u0430\u044F,Yes,Yes,n,>SATD
TODO: \u0431\u0440\u0430\u0442\u044C \u043C\u043E\u0434\u0435\u043B\u044C \u0434\u043B\u044F \u0443\u043A\u0430\u0437\u0430\u043D\u043D\u043E\u0433\u043E entity_name; \u043A\u043E\u0433\u0434\u0430 \u0431\u0443\u0434\u0435\u0442 \u043C\u043D\u043E\u0436\u0435\u0441\u0442\u0432\u043E \u0440\u0430\u0437\u043D\u044B\u0445 entity,Yes,Yes,n,>SATD
TODO: \u042D\u0442\u0438 \u043F\u0440\u0438\u0433\u043E\u0442\u043E\u0432\u043B\u0435\u043D\u0438\u044F \u0431\u0443\u0434\u0443\u0442 \u0432\u044B\u043F\u043E\u043B\u043D\u044F\u0442\u044C\u0441\u044F \u043F\u0440\u0438 \u043A\u0430\u0436\u0434\u043E\u043C \u0437\u0430\u043F\u0443\u0441\u043A\u0435 \u043F\u0440\u0430\u0432\u0438\u043B\u0430; \u043D\u0430\u0434\u043E \u0431\u044B,Yes,Yes,n,>SATD
TODO: \u043F\u0440\u043E\u0432\u0435\u0440\u044F\u0442\u044C; \u0447\u0442\u043E \u043C\u0435\u0436\u0434\u0443 \u043F\u0440\u0435\u0434\u043B\u043E\u0433\u043E\u043C \u0438 \u0433\u043B\u0430\u0433\u043E\u043B\u043E\u043C,Yes,Yes,n,>SATD
TODO \u043D\u0443\u0436\u0435\u043D \u043F\u0430\u0434\u0435\u0436 \u043F\u043E\u0434\u0447\u0438\u043D\u0435\u043D\u043D\u043E\u0433\u043E \u043E\u0431\u044A\u0435\u043A\u0442\u0430,Yes,Yes,n,>SATD
TODO: \u0432\u0435\u0440\u043E\u044F\u0442\u043D\u043E\u0441\u0442\u044C \u0438\u0441\u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u043D\u0438\u044F \u0441\u0446\u0435\u043D\u0430\u0440\u0438\u044F \u0432\u044B\u043D\u0435\u0441\u0442\u0438 \u0432 \u043E\u0431\u0449\u0438\u0435 \u043D\u0430\u0441\u0442\u0440\u043E\u0439\u043A\u0438 \u0431\u043E\u0442\u0430,Yes,No,n,>SATD
TODO - \u0434\u043E\u0431\u0430\u0432\u0438\u0442\u044C \u0441\u044E\u0434\u0430 \u0435\u0449\u0435 \u0432\u0437\u0432\u0435\u0448\u0438\u0432\u0430\u043D\u0438\u0435 \u043F\u043E \u043C\u043E\u0434\u0435\u043B\u0438 \u0441\u0438\u043D\u0442\u0430\u043A\u0441\u0438\u0447\u0435\u0441\u043A\u043E\u0439 \u0432\u0430\u043B\u0438\u0434\u0430\u0446\u0438\u0438,Yes,Yes,n,>SATD
TODO: \u0415\u0441\u043B\u0438 \u0440\u0435\u0437\u0443\u043B\u044C\u0442\u0430\u0442 \u0438\u043D\u0442\u0435\u0440\u043F\u0440\u0435\u0442\u0430\u0446\u0438\u0438 \u0441\u043E\u0434\u0435\u0440\u0436\u0438\u0442 \u043C\u0443\u0441\u043E\u0440; \u0442\u043E \u043D\u0435 \u043D\u0443\u0436\u043D\u043E \u0435\u0433\u043E \u043E\u0431\u0440\u0430\u0431\u0430\u0442\u044B\u0432\u0430\u0442\u044C.,Yes,Yes,n,>SATD
TODO - \u0434\u043E\u0431\u0430\u0432\u0438\u0442\u044C \u0441\u044E\u0434\u0430 \u0435\u0449\u0435 \u0432\u0437\u0432\u0435\u0448\u0438\u0432\u0430\u043D\u0438\u0435 \u043F\u043E \u043C\u043E\u0434\u0435\u043B\u0438 \u0441\u0438\u043D\u0442\u0430\u043A\u0441\u0438\u0447\u0435\u0441\u043A\u043E\u0439 \u0432\u0430\u043B\u0438\u0434\u0430\u0446\u0438\u0438,Yes,Yes,n,>SATD
TODO: \u0432\u0435\u0440\u043E\u044F\u0442\u043D\u043E\u0441\u0442\u044C \u0438\u0441\u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u043D\u0438\u044F \u0440\u0430\u0437\u043D\u044B\u0445 \u0441\u043F\u043E\u0441\u043E\u0431\u043E\u043C \u0433\u0435\u043D\u0435\u0440\u0430\u0446\u0438\u0438 \u0440\u0435\u043F\u043B\u0438\u043A \u0432\u044B\u043D\u0435\u0441\u0442\u0438,Yes,Yes,n,>SATD
TODO: \u0432\u043E\u0437\u043C\u043E\u0436\u043D\u043E; \u0432\u043C\u0435\u0441\u0442\u043E \u043A\u043E\u044D\u0444\u0444\u0438\u0446\u0438\u0435\u043D\u0442\u0430 \u0416\u0430\u043A\u043A\u0430\u0440\u0430 \u043B\u0443\u0447\u0448\u0435 \u0438\u0441\u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u044C word mover's distance,Yes,Yes,n,>SATD
TODO: \u0432\u0435\u0440\u043E\u044F\u0442\u043D\u043E\u0441\u0442\u044C \u0438\u0441\u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u043D\u0438\u044F \u0440\u0430\u0437\u043D\u044B\u0445 \u0441\u043F\u043E\u0441\u043E\u0431\u043E\u043C \u0433\u0435\u043D\u0435\u0440\u0430\u0446\u0438\u0438 \u0440\u0435\u043F\u043B\u0438\u043A \u0432\u044B\u043D\u0435\u0441\u0442\u0438,Yes,Yes,n,>SATD
todo - \u043F\u0435\u0440\u0435\u0434\u0430\u0432\u0430\u0442\u044C \u0434\u043E\u043F. \u0444\u0443\u043D\u043A\u0446\u0438\u044E \u0432\u0437\u0432\u0435\u0448\u0438\u0432\u0430\u043D\u0438\u044F \u0441\u0433\u0435\u043D\u0435\u0440\u0438\u0440\u043E\u0432\u0430\u043D\u043D\u044B\u0445 \u043E\u0442\u0432\u0435\u0442\u043E\u0432; \u0432 \u0442\u043E\u043C \u0447\u0438\u0441\u043B\u0435 \u0441,Yes,Yes,n,>SATD
TODO - \u043F\u0440\u043E\u0432\u0435\u0440\u0438\u0442\u044C \u0437\u043D\u0430\u0447\u0435\u043D\u0438\u0435 \u0444\u043B\u0430\u0433\u0430: 'skip' | 'utter',Yes,Yes,n,>SATD
TODO: \u043F\u0440\u043E\u0432\u0435\u0440\u044F\u0442\u044C \u0447\u0442\u043E \u0437\u043D\u0430\u0447\u0435\u043D\u0438\u0435 'premise',Yes,No,n,>SATD
TODO \u043E\u0441\u0442\u0430\u043B\u044C\u043D\u044B\u0435 \u0441\u0432\u043E\u0439\u0441\u0442\u0432\u0430 \u0444\u043E\u0440\u043C\u044B,Yes,Yes,n,>SATD
TODO: \u042D\u0442\u0438 \u043F\u0440\u0438\u0433\u043E\u0442\u043E\u0432\u043B\u0435\u043D\u0438\u044F \u0431\u0443\u0434\u0443\u0442 \u0432\u044B\u043F\u043E\u043B\u043D\u044F\u0442\u044C\u0441\u044F \u043F\u0440\u0438 \u043A\u0430\u0436\u0434\u043E\u043C \u0437\u0430\u043F\u0443\u0441\u043A\u0435 \u043F\u0440\u0430\u0432\u0438\u043B\u0430; \u043D\u0430\u0434\u043E \u0431\u044B,Yes,Yes,n,>SATD
TODO - \u0441\u0434\u0435\u043B\u0430\u0442\u044C \u043F\u0440\u043E\u0432\u0435\u0440\u043A\u0443 \u0437\u043D\u0430\u0447\u0435\u043D\u0438\u044F,Yes,Yes,n,>SATD
"\u043D\u0430\u0434\u043E \u0441\u043C\u0435\u043D\u0438\u0442\u044C \u0441\u043E\u0441\u0442\u043E\u044F\u043D\u0438\u0435 \u0441\u0435\u0441\u0441\u0438\u0438 \u043D\u0430 \""\u043E\u0431\u0440\u0430\u0431\u043E\u0442\u043A\u0430 \u0444\u043E\u0440\u043C\u044B XXX\""; \u043F\u0440\u043E\u0432\u0435\u0440\u0438\u0442\u044C",Yes,No,n,>SATD
TODO: \u0441\u0434\u0435\u043B\u0430\u0442\u044C \u0437\u0430\u0433\u0440\u0443\u0437\u043A\u0443 instead-of \u0438 smalltalk \u043F\u0440\u0430\u0432\u0438\u043B,Yes,Yes,n,>SATD
TODO: \u0432\u0437\u0432\u0435\u0448\u0438\u0432\u0430\u0442\u044C \u0447\u0435\u0440\u0435\u0437 \u043C\u043E\u0434\u0435\u043B\u044C \u0443\u043C\u0435\u0441\u0442\u043D\u043E\u0441\u0442\u0438 \u043F\u043E \u043A\u043E\u043D\u0442\u0435\u043A\u0441\u0442\u0443,Yes,No,n,>SATD
TODO: \u0438\u0441\u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u044C \u043C\u043E\u0434\u0435\u043B\u044C \u043E\u0446\u0435\u043D\u043A\u0438 \u0443\u043C\u0435\u0441\u0442\u043D\u043E\u0441\u0442\u0438 \u0434\u043B\u044F \u0432\u0437\u0432\u0435\u0448\u0438\u0432\u0430\u043D\u0438\u044F \u0440\u0435\u043F\u043B\u0438\u043A,Yes,Yes,n,>SATD
TODO: \u0432 \u043F\u0440\u0438\u043D\u0446\u0438\u043F\u0435 \u0432\u043E\u0437\u043C\u043E\u0436\u043D\u044B \u0434\u0432\u0430 \u0432\u0430\u0440\u0438\u0430\u043D\u0442\u0430 \u043F\u043E\u0441\u043B\u0435\u0434\u0441\u0442\u0432\u0438\u0439 \u0441\u0440\u0430\u0431\u0430\u0442\u044B\u0432\u0430\u043D\u0438\u044F,Yes,Yes,n,>SATD
TODO: \u0444\u0430\u043A\u0442\u044B \u043A\u0430\u0441\u0430\u0442\u0435\u043B\u044C\u043D\u043E \u0442\u0440\u0435\u0442\u044C\u0438\u0445 \u043B\u0438\u0446 \u043D\u0430\u0434\u043E \u0432\u043D\u043E\u0441\u0438\u0442\u044C \u0432 \u043E\u0431\u0449\u0438\u0439 \u0440\u0430\u0437\u0434\u0435\u043B \u0431\u0430\u0437\u044B; \u0430 \u043D\u0435,Yes,Yes,n,>SATD
TODO: \u0441\u0434\u0435\u043B\u0430\u0442\u044C \u0432\u043D\u044F\u0442\u043D\u0443\u044E \u0434\u0438\u0430\u0433\u043D\u043E\u0441\u0442\u0438\u043A\u0443,Yes,Yes,n,>SATD
TODO: \u0432\u043E\u043E\u0431\u0449\u0435 \u043C\u0435\u0442\u043E\u0434\u0438\u0447\u0435\u0441\u043A\u0438 \u0431\u043E\u043B\u0435\u0435 \u043F\u0440\u0430\u0432\u0438\u043B\u044C\u043D\u043E \u0431\u044B\u043B\u043E \u0431\u044B \u0434\u0435\u043B\u0430\u0442\u044C fit \u043D\u0430 \u0442\u0440\u0435\u043D\u0438\u043C\u0440\u043E\u0432\u043E\u0447\u043D\u043E\u043C \u043D\u0430\u0431\u043E\u0440\u0435; \u0430 \u0443\u0436\u0435 transform,Yes,Yes,n,>SATD
Remove unused layers,Yes,Yes,y,>Not SATD
TODO - \u0437\u0430\u043F\u0440\u043E\u0441 \u043A \u0434\u0432\u0438\u0436\u043A\u0443 inference; \u0444\u043E\u0440\u043C\u0438\u0440\u043E\u0432\u0430\u043D\u0438\u0435 \u0440\u0435\u0437\u0443\u043B\u044C\u0442\u0430\u0442\u043E\u0432 \u0438\u043B\u0438 \u0432\u044B\u0434\u0430\u0447\u0430 \u0437\u0430\u0433\u043B\u0443\u0448\u043A\u0438 \u0432 \u0441\u043B\u0443\u0447\u0430\u0435 \u043E\u0442\u0441\u0443\u0442\u0441\u0442\u0432\u0438\u044F \u0440\u0435\u0437\u0443\u043B\u044C\u0442\u0430\u0442\u0430.,Yes,Yes,n,>SATD
maybe below is more clear implementation compared to older keras,No,No,n,>SATD
TODO: for now cannot be shared layer,Yes,Yes,n,>SATD
TODO \u0442\u0443\u0442 \u043D\u0430\u0434\u043E \u0441\u0434\u0435\u043B\u0430\u0442\u044C \u043E\u0431\u0440\u0430\u0431\u043E\u0442\u043A\u0443 \u043F\u0440\u043E\u0447\u0438\u0445 \u0440\u0435\u043F\u043B\u0438\u043A \u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u0435\u043B\u044F...,Yes,Yes,n,>SATD
TODO,Yes,Yes,n,>SATD
TODO: \u0441\u0435\u0439\u0447\u0430\u0441 \u043C\u0430\u0442\u0447\u0438\u043C \u043E\u0434\u0438\u043D \u0433\u043B\u0430\u0433\u043E\u043B; \u043D\u043E \u043D\u0430\u0434\u043E \u0443\u0447\u0438\u0442\u044B\u0432\u0430\u0442\u044C \u0430\u043D\u0430\u043B\u0438\u0442\u0438\u0447\u0435\u0441\u043A\u0438\u0435 \u0438 \u043C\u043E\u0434\u0430\u043B\u044C\u043D\u044B\u0435 \u043A\u043E\u043D\u0441\u0442\u0440\u0443\u043A\u0446\u0438\u0438,Yes,Yes,n,>SATD
TODO - \u043D\u0430\u0434\u043E \u0431\u044B \u0445\u0440\u0430\u043D\u0438\u0442\u044C \u0441\u0442\u0430\u0442\u0438\u0441\u0442\u0438\u043A\u0443 \u0432 \u0440\u0430\u0437\u0440\u0435\u0437\u0435 user_id,Yes,Yes,n,>SATD
"\""\""\"" || \u0424\u043E\u043D\u043E\u0432\u044B\u0439 \u043F\u0440\u043E\u0446\u0435\u0441\u0441 \u043E\u0431\u0440\u0430\u0431\u043E\u0442\u043A\u0438 \u0431\u0435\u0441\u0435\u0434\u044B; \u0441\u043E\u0445\u0440\u0430\u043D\u044F\u044E\u0449\u0438\u0439 \u0432 \u0431\u0430\u0437\u0435 \u0437\u043D\u0430\u043D\u0438\u0439 \u0432\u0441\u044F\u043A\u0438\u0435 \u0441\u0432\u0435\u0434\u0435\u043D\u0438\u044F \u043E \u0434\u0438\u0441\u043A\u0443\u0440\u0441\u0435 ||  || TODO: \u0441\u0435\u0439\u0447\u0430\u0441 \u0432 \u044D\u0442\u043E\u043C \u043A\u043E\u0434\u0435 \u043C\u043D\u043E\u0433\u043E \u0440\u0443\u0441\u0441\u043A\u043E\u044F\u0437\u044B\u0447\u043D\u044B\u0445 \u0448\u0430\u0431\u043B\u043E\u043D\u043E\u0432 \u0432\u0431\u0438\u0442\u043E \u0445\u0430\u0440\u0434\u043A\u043E\u0434\u043E\u043C. \u041F\u043E\u0442\u043E\u043C \u043D\u0430\u0434\u043E \u0431\u0443\u0434\u0435\u0442 \u0432\u044B\u043D\u0435\u0441\u0442\u0438 || \u0442\u0435\u043A\u0441\u0442 \u0448\u0430\u0431\u043B\u043E\u043D\u043E\u0432 \u0432 \u043A\u043E\u043D\u0444\u0438\u0433 \u0431\u043E\u0442\u0430. || \""\""\""",Yes,Yes,n,>SATD
todo \u043F\u043E\u0442\u043E\u043C \u0434\u043E\u043B\u0436\u0435\u043D \u0431\u044B\u0442\u044C json,Yes,Yes,y,>SATD
TODO: \u0432\u044B\u0431\u0438\u0440\u0430\u0442\u044C \u043D\u0430\u0438\u0431\u043E\u043B\u0435\u0435 \u0443\u043C\u0435\u0441\u0442\u043D\u0443\u044E \u0440\u0435\u043F\u043B\u0438\u043A\u0443,Yes,Yes,y,>SATD
TODO - \u043F\u043E\u0442\u043E\u043C \u0447\u0438\u0442\u0430\u0442\u044C \u044D\u0442\u0443 \u043A\u043E\u043D\u0441\u0442\u0430\u043D\u0442\u0443 \u0438\u0437 \u043A\u043E\u043D\u0444\u0438\u0433\u0430 \u0431\u043E\u0442\u0430,Yes,Yes,n,>SATD
"\""\""\"" || \u0420\u0435\u0430\u043B\u0438\u0437\u0430\u0446\u0438\u044F \u0445\u0440\u0430\u043D\u0438\u043B\u0438\u0449\u0430 \u0444\u0430\u043A\u0442\u043E\u0432 (\u0411\u0430\u0437\u044B \u0417\u043D\u0430\u043D\u0438\u0439) \u0432 \u043E\u0431\u044B\u0447\u043D\u043E\u043C \u0442\u0435\u043A\u0441\u0442\u043E\u0432\u043E\u043C \u0444\u0430\u0439\u043B\u0435; \u0431\u0435\u0437 \u043F\u0435\u0440\u0441\u0438\u0441\u0442\u0435\u043D\u0442\u043D\u043E\u0441\u0442\u0438 \u043D\u043E\u0432\u044B\u0445 \u0444\u0430\u043A\u0442\u043E\u0432. ||  || 30.12.2020 \u0414\u043E\u0431\u0430\u0432\u043B\u044F\u0435\u043C \u0432\u043E\u0437\u043C\u043E\u0436\u043D\u043E\u0441\u0442\u044C \u0434\u043E\u0433\u0440\u0443\u0437\u043A\u0438 \u0444\u0430\u043A\u0442\u043E\u0432 \u0438\u0437 \u0434\u0440\u0443\u0433\u0438\u0445 \u0444\u0430\u0439\u043B\u043E\u0432 \u0441 \u043F\u043E\u043C\u043E\u0449\u044C\u044E \u0434\u0438\u0440\u0435\u043A\u0442\u0438\u0432\u044B \""## import XXX\""; ||            \u0447\u0442\u043E\u0431\u044B \u043E\u0431\u0449\u0438\u0435 \u0434\u043B\u044F \u043D\u0435\u0441\u043A\u043E\u043B\u044C\u043A\u0438\u0445 \u043F\u0440\u043E\u0444\u0438\u043B\u0435\u0439 \u0444\u0430\u043A\u0442\u044B \u0445\u0440\u0430\u043D\u0438\u0442\u044C \u0432 \u043E\u0434\u043D\u043E\u0439 \u0444\u0430\u0439\u043B\u0435. || \""\""\""",Yes,Yes,n,>SATD
TODO \u043D\u0435 \u0438\u0441\u043F\u043E\u043B\u044C\u0437\u043E\u0432\u0430\u0442\u044C \u043E\u0442\u0432\u0435\u0442\u044B \u0441 \u043D\u0435\u0432\u0430\u043B\u0438\u0434\u043D\u044B\u043C \u0441\u0438\u043D\u0442\u0430\u043A\u0441\u0438\u0441\u043E\u043C?,Yes,Yes,n,>SATD
TODO: \u043C\u043E\u0436\u0435\u0442 \u0431\u044B\u0442\u044C \u0431\u044B\u043B\u043E \u0441\u0447\u0438\u0442\u0430\u0442\u044C \u043A\u043B\u0430\u0443\u0437\u0443 \u0441 \u0433\u043B\u0430\u0433\u043E\u043B\u044C\u043D\u044B\u043C \u0441\u043A\u0430\u0437\u0443\u0435\u043C\u044B\u043C \u043F\u0440\u043E\u0448\u0435\u0434\u0448\u0435\u0433\u043E \u0432\u0440\u0435\u043C\u0435\u043D\u0438,Yes,Yes,n,>SATD
TODO - \u043D\u0430\u0434\u043E \u0432\u044B\u0442\u0430\u0449\u0438\u0442\u044C \u044D\u0442\u043E\u0442 \u0441\u0446\u0435\u043D\u0430\u0440\u0438\u0439 \u0432 \u0442\u043E\u043F; \u0443\u0434\u0430\u043B\u0438\u0432 \u0432\u0441\u0435 \u0441\u0446\u0435\u043D\u0430\u0440\u0438\u0438 \u043F\u0435\u0440\u0435\u0434 \u043D\u0438\u043C.,Yes,No,n,>SATD
"\""\""\"" || \u0420\u0435\u0430\u043B\u0438\u0437\u0430\u0446\u0438\u044F \u043C\u043E\u0434\u0435\u043B\u0438 \u0434\u043B\u044F \u0432\u044B\u0434\u0435\u043B\u0435\u043D\u0438\u044F \u043F\u0440\u0438\u0437\u043D\u0430\u043A\u043E\u0432 \u0433\u0435\u043D\u0434\u0435\u0440\u043D\u043E\u0439 \u0441\u0430\u043C\u043E\u0438\u0434\u0435\u043D\u0442\u0438\u0444\u0438\u043A\u0430\u0446\u0438\u0438 \u0438\u0437 \u0441\u043E\u043E\u0431\u0449\u0435\u043D\u0438\u044F \u0441\u043E\u0431\u0435\u0441\u0435\u0434\u043D\u0438\u043A\u0430. || TODO: \u043F\u043E\u0434\u0443\u043C\u0430\u0442\u044C \u043E \u043F\u0435\u0440\u0435\u0445\u043E\u0434\u0435 \u043D\u0430 \u043F\u043E\u043B\u043D\u043E\u0441\u0442\u044C\u044E \u043D\u0435\u0439\u0440\u043E\u0441\u0435\u0442\u0435\u0432\u0443\u044E \u043C\u043E\u0434\u0435\u043B\u044C; \u0447\u0442\u043E\u0431\u044B \u0443\u0447\u0435\u0441\u0442\u044C \u0431\u043E\u043B\u044C\u0448\u0435 \u0440\u0430\u0437\u043D\u044B\u0445 \u043A\u043E\u043D\u0441\u0442\u0440\u0443\u043A\u0446\u0438\u0439. || \""\""\""",Yes,Yes,n,>SATD
